,cliente_id,cliente,fecha_minima,fecha_maxima,importe_cliente,importe_total,porcentaje_cliente,porcentaje_acumulado,Categoria
12,318,"O.S. DEL PERS. DEL TURISMO, HOTELERO Y GASTRON.   ",2021-08-01,2022-07-31,202209932.819999993,12504000454.969999313,1.6172,59.059999999999995,1
13,380,OBRA SOCIAL DEL PERSONAL DE MAESTRANZA            ,2021-08-01,2022-07-31,190072528.009999990,12504000454.969999313,1.5201,60.580099999999995,1
14,688,O.S. PERS DE EDIF DE RENTA Y HOR DE CABA Y GRAN BA,2021-08-01,2022-07-31,175748476.159999996,12504000454.969999313,1.4055,61.98559999999999,1
15,569,OBRA SOCIAL DEL PERSONAL DE LA SANIDAD ARGENTINA  ,2021-08-01,2022-07-31,172111500.909999996,12504000454.969999313,1.3765,63.36209999999999,1
16,233,OBRA SOCIAL DE CHOFERES DE CAMIONES Y AFINES      ,2021-08-01,2022-07-31,170557891.629999995,12504000454.969999313,1.364,64.72609999999999,1
17,404,"O.S. DE EMPRESARIOS, PROFES. Y MONOTRIBUTISTAS    ",2021-08-01,2022-07-31,160085717.319999993,12504000454.969999313,1.2803,66.00639999999999,1
18,375,MEDICUS S.A.                                      ,2021-08-01,2022-07-31,155381355.719999999,12504000454.969999313,1.2427,67.24909999999998,1
19,449,O. S. DE LA UNION OBRERA METALURGICA DE LA REP. AR,2021-08-01,2022-07-31,151577692.360000014,12504000454.969999313,1.2122,68.46129999999998,1
20,5,SOCIEDAD ITALIANA DE BENEFICENCIA EN BUENOS AIRES ,2021-08-01,2022-07-31,148024097.580000013,12504000454.969999313,1.1838,69.64509999999999,1
21,445,OMINT S.A.                                        ,2021-08-01,2022-07-31,129675565.489999995,12504000454.969999313,1.0371,70.68219999999998,1
22,413,OBRA SOCIAL DE LOS MEDICOS DE LA CIUDAD DE BUENOS ,2021-08-01,2022-07-31,119937843.909999996,12504000454.969999313,0.9592,71.64139999999998,1
23,476,"OBRA SOCIAL TRABAJADORES  PASTELEROS, CONFITEROS, ",2021-08-01,2022-07-31,104845529.790000007,12504000454.969999313,0.8385,72.47989999999997,1
24,202,O. S. CONDUCT. DE TRANS. DE COLECTIVO DE PASAJEROS,2021-08-01,2022-07-31,102180790.290000007,12504000454.969999313,0.8172,73.29709999999997,1
25,576,O.S. DEL PERS. DE SEG. CCIAL. IND. E INVEST. PRIV.,2021-08-01,2022-07-31,94468776.469999999,12504000454.969999313,0.7555,74.05259999999997,1
26,1019,O.S. ASOC. MUTUAL DE LOS OB. CATOLICOS PADRE GROTE,2021-08-01,2022-07-31,91736228.870000005,12504000454.969999313,0.7337,74.78629999999997,1
27,313,OBRA SOCIAL DEL PERSONAL DEL ORGANISMO DE CONTROL ,2021-08-01,2022-07-31,79380514.019999996,12504000454.969999313,0.6348,75.42109999999997,1
28,250,OBRA SOCIAL PARA LA ACTIVIDAD DOCENTE             ,2021-08-01,2022-07-31,75061807.230000004,12504000454.969999313,0.6003,76.02139999999997,1
29,227,OBRA SOCIAL DE VIAJANTES VENDEDORES DE LA REPUBLIC,2021-08-01,2022-07-31,74073347.069999993,12504000454.969999313,0.5924,76.61379999999997,1
30,1184,INSTITUTO OBRA SOCIAL FUERZAS ARMADAS             ,2021-08-01,2022-07-31,68945956.280000001,12504000454.969999313,0.5514,77.16519999999997,1
31,546,OBRA SOCIAL DEL PERSONAL RURAL Y ESTIBADORES DE LA,2021-08-01,2022-07-31,67506372.129999995,12504000454.969999313,0.5399,77.70509999999997,1
32,274,FEDERACION DE CAMARAS Y CENTROS COMERCIALES ZONALE,2021-08-01,2022-07-31,66754711.530000001,12504000454.969999313,0.5339,78.23899999999998,1
33,505,OBRA SOCIAL PODER JUDICIAL DE LA NACION           ,2021-08-01,2022-07-31,62507047.630000003,12504000454.969999313,0.4999,78.73889999999997,1
34,252,OBRA SOCIAL DEL PERSONAL DE ENTIDADES DEPORTIVAS Y,2021-08-01,2022-07-31,59604523.369999997,12504000454.969999313,0.4767,79.21559999999997,1
35,436,"OS DE MANDOS, MEDIOS DE TELECOM. EN ARG. y MERCOSU",2021-08-01,2022-07-31,55978793.130000003,12504000454.969999313,0.4477,79.66329999999996,1
36,150,OBRA SOCIAL SERVICIOS SOCIALES BANCARIOS          ,2021-08-01,2022-07-31,55901575.270000003,12504000454.969999313,0.4471,80.11039999999997,2
37,368,OBRA SOCIAL DEL PERSONAL DE LA INDUSTRIA LADRILLER,2021-08-01,2022-07-31,45423864.210000001,12504000454.969999313,0.3633,80.47369999999997,2
38,566,OBRA SOCIAL DE SEGUROS                            ,2021-08-01,2022-07-31,44677596.170000002,12504000454.969999313,0.3573,80.83099999999996,2
39,1179,OSPERSAAMS                                        ,2021-08-01,2022-07-31,42706571.250000000,12504000454.969999313,0.3415,81.17249999999996,2
40,518,O.S. DEL PERSONAL DE LA INDUSTRIA DEL PLASTICO    ,2021-08-01,2022-07-31,42202567.770000003,12504000454.969999313,0.3375,81.50999999999996,2
41,428,OBRA SOCIAL DEL SINDICATO DE MECANICOS Y AFINES DE,2021-08-01,2022-07-31,41723831.930000000,12504000454.969999313,0.3337,81.84369999999996,2
42,303,OBRA SOCIAL DE PEONES DE TAXIS DE CAPITAL FEDERAL ,2021-08-01,2022-07-31,40014189.460000001,12504000454.969999313,0.32,82.16369999999995,2
43,552,"OBRA SOCIAL DE RELOJEROS, JOYEROS Y AFINES        ",2021-08-01,2022-07-31,37864210.880000003,12504000454.969999313,0.3028,82.46649999999995,2
44,327,OBRA SOCIAL DEL PERSONAL GRAFICO                  ,2021-08-01,2022-07-31,37548584.240000002,12504000454.969999313,0.3003,82.76679999999996,2
45,270,ACCION SOCIAL DE EMPRESARIOS                      ,2021-08-01,2022-07-31,36118260.640000001,12504000454.969999313,0.2889,83.05569999999996,2
46,389,MEDIFE                                            ,2021-08-01,2022-07-31,35037405.130000003,12504000454.969999313,0.2802,83.33589999999995,2
47,431,O.S. DEL PERS. DEL MTERIO. DE ECON. y OS. y SS.PUB,2021-08-01,2022-07-31,33461294.120000001,12504000454.969999313,0.2676,83.60349999999995,2
48,205,OBRA SOCIAL DEL PERSONAL DE LA ACTIVIDAD CERVECERA,2021-08-01,2022-07-31,33075739.930000000,12504000454.969999313,0.2645,83.86799999999995,2
49,333,HOSPITAL ALEMAN                                   ,2021-08-01,2022-07-31,32973177.000000000,12504000454.969999313,0.2637,84.13169999999995,2
50,477,OBRA SOCIAL DEL PERSONAL DE PANADERIAS            ,2021-08-01,2022-07-31,32204173.190000001,12504000454.969999313,0.2576,84.38929999999995,2
51,537,OBRA SOCIAL MUTUALIDAD INDUSTRIAL TEXTIL ARGENTINA,2021-08-01,2022-07-31,30896721.859999999,12504000454.969999313,0.2471,84.63639999999995,2
52,701,O.S.  DE LA CAM. DE EMP. DE AG. DE REMISES DE ARG ,2021-08-01,2022-07-31,30518569.070000000,12504000454.969999313,0.2441,84.88049999999996,2
53,131,OBRA SOCIAL DEL PERSONAL DEL AUTOMOVIL CLUB ARGENT,2021-08-01,2022-07-31,30453166.859999999,12504000454.969999313,0.2435,85.12399999999995,2
54,440,OBRA SOC.DE MINISTROS SECRETARIOS Y SUBSECRETARIOS,2021-08-01,2022-07-31,30113768.000000000,12504000454.969999313,0.2408,85.36479999999995,2
55,345,HOSPITAL BRITANICO                                ,2021-08-01,2022-07-31,29810483.859999999,12504000454.969999313,0.2384,85.60319999999994,2
56,513,O. S. DEL PERS. DE LA IND. DEL VESTIDO Y AFINES   ,2021-08-01,2022-07-31,29523889.289999999,12504000454.969999313,0.2361,85.83929999999994,2
57,611,ASOCIACION MUTUAL SANCOR                          ,2021-08-01,2022-07-31,28917890.920000002,12504000454.969999313,0.2313,86.07059999999994,2
58,391,OBRA SOCIAL DEL PERSONAL MOSAISTA                 ,2021-08-01,2022-07-31,28659028.670000002,12504000454.969999313,0.2292,86.29979999999995,2
59,218,OBRA SOCIAL DE COMISARIOS NAVALES                 ,2021-08-01,2022-07-31,28477609.329999998,12504000454.969999313,0.2277,86.52749999999995,2
60,251,OBRA SOCIAL DE DOCENTES PARTICULARES              ,2021-08-01,2022-07-31,26932290.690000001,12504000454.969999313,0.2154,86.74289999999995,2
61,463,OBRA SOCIAL DE TECNICOS DE VUELO DE LINEAS AEREAS ,2021-08-01,2022-07-31,26512958.800000001,12504000454.969999313,0.212,86.95489999999995,2
62,516,O. S. DE TRABAJADORES DE PRENSA DE BUENOS AIRES   ,2021-08-01,2022-07-31,26261876.770000000,12504000454.969999313,0.21,87.16489999999995,2
63,509,OBRA SOCIAL DE VAREADORES                         ,2021-08-01,2022-07-31,26098181.680000000,12504000454.969999313,0.2087,87.37359999999994,2
64,525,DIRECCION GENERAL DE OBRA SOCIAL DE LA UNIVERSIDAD,2021-08-01,2022-07-31,25436510.440000001,12504000454.969999313,0.2034,87.57699999999994,2
65,974,HOMINIS S.A.                                      ,2021-08-01,2022-07-31,24732279.399999999,12504000454.969999313,0.1978,87.77479999999994,2
66,349,OBRA SOCIAL DE PETROLEROS                         ,2021-08-01,2022-07-31,24365985.430000000,12504000454.969999313,0.1949,87.96969999999995,2
67,275,"OS PERS ESTAC DE SERV, GARAGES, PLAYAS ESTAC Y LAV",2021-08-01,2022-07-31,23731101.070000000,12504000454.969999313,0.1898,88.15949999999995,2
68,382,OBRA SOCIAL DEL PERSONAL DE LA INDUSTRIA MOLINERA ,2021-08-01,2022-07-31,23365993.550000001,12504000454.969999313,0.1869,88.34639999999995,2
69,411,OBRA SOCIAL DEL PERSONAL DE LA INDUSTRIA MADERERA ,2021-08-01,2022-07-31,22864695.520000000,12504000454.969999313,0.1829,88.52929999999995,2
70,316,O.S. DEL PERSONAL DE LA INDUSTRIA DEL FIBROCEMENTO,2021-08-01,2022-07-31,22809540.149999999,12504000454.969999313,0.1824,88.71169999999995,2
71,422,OBRA SOCIAL DEL PERSONAL SUPERIOR MERCEDES BENZ AR,2021-08-01,2022-07-31,22591499.250000000,12504000454.969999313,0.1807,88.89239999999995,2
72,326,OS DE EMPL Y PERS JERARQ. DE LA ACT. DEL NEUMATICO,2021-08-01,2022-07-31,21999041.430000000,12504000454.969999313,0.1759,89.06829999999995,2
73,293,OBRA SOCIAL DEL PERSONAL DE SOCIEDADES DE AUTORES ,2021-08-01,2022-07-31,21844513.949999999,12504000454.969999313,0.1747,89.24299999999995,2
74,511,OBRA SOCIAL DE EMPLEADOS DE LA INDUSTRIA DEL VIDRI,2021-08-01,2022-07-31,20817510.949999999,12504000454.969999313,0.1665,89.40949999999995,2
75,448,O.S. DE LOS  SUPERV. DE LA IND. METALMECANICA REP.,2021-08-01,2022-07-31,20608664.120000001,12504000454.969999313,0.1648,89.57429999999995,2
76,264,INSTITUTO DE OBRA SOCIAL DE LA PROV. DE ENTRE RIOS,2021-08-01,2022-07-31,20373337.329999998,12504000454.969999313,0.1629,89.73719999999994,2
77,369,OBRA SOCIAL DEL PERSONAL LADRILLERO               ,2021-08-01,2022-07-31,20114468.949999999,12504000454.969999313,0.1609,89.89809999999994,2
78,912,O.S. DE LAS ASOCIACIONES DE EMPL. DE FARMACIA     ,2021-08-01,2022-07-31,20048526.489999998,12504000454.969999313,0.1603,90.05839999999995,2
79,538,OBRA SOCIAL DEL PERSONAL DE LA INDUSTRIA TEXTIL   ,2021-08-01,2022-07-31,19742531.579999998,12504000454.969999313,0.1579,90.21629999999995,2
80,239,SECRETARIA DE SALUD DE CHUBUT SISTEMA PROVINCIAL D,2021-08-01,2022-07-31,19415861.210000001,12504000454.969999313,0.1553,90.37159999999994,2
81,175,OBRA SOCIAL DE LOS CORTADORES DE LA INDUMENTARIA  ,2021-08-01,2022-07-31,18945044.160000000,12504000454.969999313,0.1515,90.52309999999994,2
82,386,OBRA SOCIAL DE EMPLEADOS DE LA MARINA MERCANTE    ,2021-08-01,2022-07-31,18942240.190000001,12504000454.969999313,0.1515,90.67459999999994,2
83,556,CAJA DE SERV. SOCIALES DE LA PROV. DE SANTA CRUZ  ,2021-08-01,2022-07-31,18817260.870000001,12504000454.969999313,0.1505,90.82509999999994,2
84,539,OBRA SOCIAL DE EMPLEADOS TEXTILES Y AFINES        ,2021-08-01,2022-07-31,18146639.870000001,12504000454.969999313,0.1451,90.97019999999993,2
85,581,OBRA SOCIAL DEL PERSONAL DE LA SANIDAD LUIS PASTEU,2021-08-01,2022-07-31,17416253.230000000,12504000454.969999313,0.1393,91.10949999999994,2
86,309,OBRA SOCIAL FERROVIARIA                           ,2021-08-01,2022-07-31,17349500.309999999,12504000454.969999313,0.1388,91.24829999999994,2
87,314,"O. S. PERS. DE LA IND. DEL FOSFORO, ENC. y AFINES ",2021-08-01,2022-07-31,17233804.899999999,12504000454.969999313,0.1378,91.38609999999994,2
88,430,OBRA SOCIAL DEL PERSONAL DE LA ACTIVIDAD DEL TURF ,2021-08-01,2022-07-31,17231908.489999998,12504000454.969999313,0.1378,91.52389999999994,2
89,301,O.S. DE LOS TRABAJ. DE LAS EMPRESAS DE ELECTRICIDA,2021-08-01,2022-07-31,16639666.449999999,12504000454.969999313,0.1331,91.65699999999994,2
90,216,SUPERINTENDENCIA DE BIENESTAR DE LA POLICIA       ,2021-08-01,2022-07-31,16287744.430000000,12504000454.969999313,0.1303,91.78729999999995,2
91,330,OBRA SOCIAL DE BOXEADORES AGREMIADOS DE LA REP ARG,2021-08-01,2022-07-31,16281072.490000000,12504000454.969999313,0.1302,91.91749999999995,2
92,322,OBRA SOCIAL DE GUINCHEROS Y MAQUINISTAS DE GRUAS M,2021-08-01,2022-07-31,15687675.160000000,12504000454.969999313,0.1255,92.04299999999995,2
93,116,O. S. DEL PERSONAL DE LA IND. DE LA ALIMENTACION  ,2021-08-01,2022-07-31,15651498.630000001,12504000454.969999313,0.1252,92.16819999999996,2
94,168,O.S. DEL PERS. ADM. Y TECN. DE LA CONSTRUCC. Y AFI,2021-08-01,2022-07-31,15444435.300000001,12504000454.969999313,0.1235,92.29169999999996,2
95,575,OBRA SOCIAL DE SERENOS DE BUQUES                  ,2021-08-01,2022-07-31,14863674.400000000,12504000454.969999313,0.1189,92.41059999999996,2
96,398,OBRA SOCIAL DEL PERSONAL MUNICIPAL DE LA MATANZA  ,2021-08-01,2022-07-31,14860492.189999999,12504000454.969999313,0.1188,92.52939999999995,2
97,461,OBRA SOCIAL ELECTRICISTAS NAVALES                 ,2021-08-01,2022-07-31,14808110.810000001,12504000454.969999313,0.1184,92.64779999999995,2
98,172,OBRA SOCIAL DEL PERSONAL DE LA INDUSTRIA DEL CALZA,2021-08-01,2022-07-31,14632964.840000000,12504000454.969999313,0.117,92.76479999999995,2
99,279,OBRA SOCIAL DEL PERSONAL DE LA ENSEÑANZA PRIVADA  ,2021-08-01,2022-07-31,14605961.980000000,12504000454.969999313,0.1168,92.88159999999995,2
100,540,OBRA SOCIAL DEL PERSONAL DE TELEVISION            ,2021-08-01,2022-07-31,14115488.630000001,12504000454.969999313,0.1129,92.99449999999995,2
101,492,"OBRA SOCIAL DEL PERSONAL DEL PAPEL, CARTON Y QUIMI",2021-08-01,2022-07-31,13893543.460000001,12504000454.969999313,0.1111,93.10559999999994,2
102,111,OBRA SOCIAL AGENTES DE LOTERIAS Y AFINES DE LA REP,2021-08-01,2022-07-31,13647780.410000000,12504000454.969999313,0.1091,93.21469999999994,2
103,378,OBRA SOCIAL DE CAPATACES Y ESTIBADORES PORTUARIOS ,2021-08-01,2022-07-31,13455869.310000001,12504000454.969999313,0.1076,93.32229999999994,2
104,379,INST. DE PREV. SOCIAL DE LA PROVINCIA DE MISIONES ,2021-08-01,2022-07-31,13202162.810000001,12504000454.969999313,0.1056,93.42789999999994,2
105,475,OBRA SOCIAL DE LA INDUSTRIA DE PASTAS ALIMENTICIAS,2021-08-01,2022-07-31,12865206.119999999,12504000454.969999313,0.1029,93.53079999999994,2
106,2009,O.S. PROGRAMAS MEDICOS S.A.C.M.                   ,2021-08-01,2022-07-31,12830803.039999999,12504000454.969999313,0.1026,93.63339999999994,2
107,189,OBRA SOCIAL DE PATRONES DE CABOTAJE DE RIOS Y PUER,2021-08-01,2022-07-31,12462133.779999999,12504000454.969999313,0.0997,93.73309999999994,2
108,450,OBRA SOCIAL DEL PERSONAL DE DIRECCION DE LA INDUST,2021-08-01,2022-07-31,12401167.180000000,12504000454.969999313,0.0992,93.83229999999993,2
109,292,OBRA SOCIAL DEL PERSONAL DE FARMACIA              ,2021-08-01,2022-07-31,12257400.189999999,12504000454.969999313,0.098,93.93029999999993,2
110,542,PROFE RIO NEGRO UGP                               ,2021-08-01,2022-07-31,11833128.010000000,12504000454.969999313,0.0946,94.02489999999993,2
111,479,O. S. DE LA CONFED. DE OBREROS Y EMP. MUNIC. ARG. ,2021-08-01,2022-07-31,11100118.170000000,12504000454.969999313,0.0888,94.11369999999994,2
112,491,"OBRA SOCIAL DEL PERSONAL DE PELUQUERIAS, ESTETICAS",2021-08-01,2022-07-31,11004228.100000000,12504000454.969999313,0.088,94.20169999999993,2
113,547,OBRA SOCIAL DE CONDUCTORES DE REMISES Y AUTOS AL I,2021-08-01,2022-07-31,10447146.830000000,12504000454.969999313,0.0836,94.28529999999994,2
114,432,O.S. DE LA ASOC. CIVIL PROSIND. AMAS DE CASA REP. ,2021-08-01,2022-07-31,10154403.390000001,12504000454.969999313,0.0812,94.36649999999993,2
115,1083,O. S. DE CONDUCTORES TITULARES DE TAXIS DE LA CABA,2021-08-01,2022-07-31,10114917.090000000,12504000454.969999313,0.0809,94.44739999999993,2
116,127,OBRA SOCIAL DEL PERSONAL DE AERONAVEGACION DE ENTE,2021-08-01,2022-07-31,9868397.920000000,12504000454.969999313,0.0789,94.52629999999994,2
117,126,OBRA SOCIAL DE AERONAVEGANTES                     ,2021-08-01,2022-07-31,9790290.720000001,12504000454.969999313,0.0783,94.60459999999993,2
118,354,O.S. DE CAPITANES DE ULTRAMAR Y OFIC. DE MARINA ME,2021-08-01,2022-07-31,9398880.010000000,12504000454.969999313,0.0752,94.67979999999993,2
119,2058,SOCIEDAD ITALIANA SOC MUTUOS                      ,2021-08-01,2022-07-31,9242743.000000000,12504000454.969999313,0.0739,94.75369999999992,2
120,629,O. S. DE TRABAJADORES VIALES Y AFINES DE LA R.A.  ,2021-08-01,2022-07-31,8805596.270000000,12504000454.969999313,0.0704,94.82409999999993,2
121,1003,O. S. DE LOS INMIG. ESPAÑOLES Y SUS DESC RES. ARG.,2021-08-01,2022-07-31,8632263.420000000,12504000454.969999313,0.069,94.89309999999993,2
122,553,O.S. DEL PERS. DE LAS TELECOMUNICAC. DE LA REP. AR,2021-08-01,2022-07-31,8469748.539999999,12504000454.969999313,0.0677,94.96079999999994,2
123,243,ASOCIACION DE OBRAS SOCIALES DE TRELEW            ,2021-08-01,2022-07-31,8402309.820000000,12504000454.969999313,0.0672,95.02799999999993,2
124,418,O S DE CAPITANES BAQUEANOS FLUVIALES MARINA MERC  ,2021-08-01,2022-07-31,8282072.980000000,12504000454.969999313,0.0662,95.09419999999993,2
125,195,OBRA SOCIAL DE CONDUCTORES CAMIONEROS Y PERSONAL D,2021-08-01,2022-07-31,8263816.930000000,12504000454.969999313,0.0661,95.16029999999994,2
126,151,ASOC. MUTUAL EMPL. DEL BCO DE LA PROV. DE BS. AS. ,2021-08-01,2022-07-31,8112094.260000000,12504000454.969999313,0.0649,95.22519999999993,2
127,675,MINISTERIO DE SALUD CATAMARCA                     ,2021-08-01,2022-07-31,8068471.350000000,12504000454.969999313,0.0645,95.28969999999993,2
128,360,O.S. DEL PERS. MENS. DEL JOCKEY CLUB DE BS AS     ,2021-08-01,2022-07-31,7848565.740000000,12504000454.969999313,0.0628,95.35249999999992,2
129,196,O.S. DEL PERS. DE LA EMPR. NAC. DE CORREOS Y TELEG,2021-08-01,2022-07-31,7767900.540000000,12504000454.969999313,0.0621,95.41459999999992,2
130,224,OBRA SOCIAL DE DIRECCION                          ,2021-08-01,2022-07-31,7766542.980000000,12504000454.969999313,0.0621,95.47669999999992,2
131,1045,MINISTERIO DE SALUD DE LA PROV. DE CHUBUT         ,2021-08-01,2022-07-31,7651358.440000000,12504000454.969999313,0.0612,95.53789999999992,2
132,507,POLICIA FEDERAL ARGENTINA                         ,2021-08-01,2022-07-31,7631088.750000000,12504000454.969999313,0.061,95.59889999999993,2
133,158,"OBRA SOCIAL DEL PERSONAL DE BARRACAS DE LANAS, CUE",2021-08-01,2022-07-31,7617083.160000000,12504000454.969999313,0.0609,95.65979999999993,2
134,489,OBRA SOCIAL DEL PERSONAL DE DIRECCION PERFUMERIA  ,2021-08-01,2022-07-31,7448068.010000000,12504000454.969999313,0.0596,95.71939999999994,2
135,437,O. S. DEL PERS. DE DISTRIBUIDORAS CINEMATOGRAFICAS,2021-08-01,2022-07-31,7441187.490000000,12504000454.969999313,0.0595,95.77889999999994,2
136,262,O.S. PERS DE EDIF DE RENTA Y HOR DE LA REP ARG    ,2021-08-01,2022-07-31,7429440.240000000,12504000454.969999313,0.0594,95.83829999999993,2
137,457,OBRA SOCIAL DEL PERSONAL NAVAL                    ,2021-08-01,2022-07-31,7324722.010000000,12504000454.969999313,0.0586,95.89689999999993,2
138,1110,O.S. DEL PERS. DE FEDERAC SIND DE LA IND QUI PETRO,2021-08-01,2022-07-31,7177969.840000000,12504000454.969999313,0.0574,95.95429999999993,2
139,184,INSTITUTO DE OBRA SOCIAL DE CORRIENTES            ,2021-08-01,2022-07-31,7062451.550000000,12504000454.969999313,0.0565,96.01079999999993,2
140,113,O.S. DEL PERS. DE DIR. DE LAS EMP. DE LA ALIMENT. ,2021-08-01,2022-07-31,6948337.220000000,12504000454.969999313,0.0556,96.06639999999993,2
141,664,PROFE ENTRE RIOS UGP                              ,2021-08-01,2022-07-31,6728642.610000000,12504000454.969999313,0.0538,96.12019999999993,2
142,512,O. S. DEL PERSONAL DE LA INDUSTRIA DEL VIDRIO     ,2021-08-01,2022-07-31,6656182.190000000,12504000454.969999313,0.0532,96.17339999999993,2
143,565,INST. DE O. S. DEL EMPL. PROV. DE SGO. DEL ESTERO ,2021-08-01,2022-07-31,6573773.170000000,12504000454.969999313,0.0526,96.22599999999993,2
144,337,O.S. DE LA FED. ARG. DEL TRAB. DE LAS UNIV. NAC.  ,2021-08-01,2022-07-31,6373508.990000000,12504000454.969999313,0.051,96.27699999999993,2
145,290,OBRA SOCIAL DE OBREROS Y EMPLEADOS TINTOREROS SOMB,2021-08-01,2022-07-31,6350310.960000000,12504000454.969999313,0.0508,96.32779999999993,2
146,140,OBRA SOCIAL DE ACTORES                            ,2021-08-01,2022-07-31,6321471.630000000,12504000454.969999313,0.0506,96.37839999999993,2
147,384,OBRA SOCIAL ENCARGADOS APUNTADORES MARITIMOS      ,2021-08-01,2022-07-31,6291008.370000000,12504000454.969999313,0.0503,96.42869999999992,2
148,1125,GRUPO PRE-MEDIC SA                                ,2021-08-01,2022-07-31,6235038.940000000,12504000454.969999313,0.0499,96.47859999999991,2
149,163,O. S. DEL PERS. DE LA INDUSTRIA DEL CUERO Y AFINES,2021-08-01,2022-07-31,6107514.360000000,12504000454.969999313,0.0488,96.52739999999991,2
150,192,OBRA SOCIAL PERSONAL CARGA Y DESCARGA             ,2021-08-01,2022-07-31,5835853.130000000,12504000454.969999313,0.0467,96.57409999999992,2
151,625,PROFE CHACO UGP                                   ,2021-08-01,2022-07-31,5757482.550000000,12504000454.969999313,0.046,96.62009999999992,2
152,132,OBRA SOCIAL DE EMPLEADOS DE AGENCIAS INFORMES     ,2021-08-01,2022-07-31,5670722.050000000,12504000454.969999313,0.0454,96.66549999999992,2
153,106,"OBRA SOCIAL DEL PERSONAL DE AGUAS,GASEOSAS Y AFINE",2021-08-01,2022-07-31,5652875.110000000,12504000454.969999313,0.0452,96.71069999999992,2
154,482,CEMIC -CENTRO DE EDUCCION MEDICA E INVESTIGACIONES,2021-08-01,2022-07-31,5596441.000000000,12504000454.969999313,0.0448,96.75549999999991,2
155,534,INSTITUTO DE PREV. y SEG. SOCIAL DE PROV. TUCUMAN ,2021-08-01,2022-07-31,5555395.040000000,12504000454.969999313,0.0444,96.79989999999991,2
156,103,OBRA SOCIAL DEL PERSONAL AERONAUTICO              ,2021-08-01,2022-07-31,5539291.200000000,12504000454.969999313,0.0443,96.84419999999992,2
157,164,O.S. DE LA FED. GREMIAL DE LA IND. DE LA CARNE Y D,2021-08-01,2022-07-31,5419734.670000000,12504000454.969999313,0.0433,96.88749999999992,2
158,194,OBRA SOCIAL DE CONDUCTORES NAVALES                ,2021-08-01,2022-07-31,5320653.520000000,12504000454.969999313,0.0426,96.93009999999991,2
159,340,OBRA SOCIAL DEL PERSONAL DE LOS HIPODROMOS DE BUEN,2021-08-01,2022-07-31,5314540.320000000,12504000454.969999313,0.0425,96.97259999999991,2
160,383,OBRA SOCIAL DEL PERSONAL MARITIMO                 ,2021-08-01,2022-07-31,5309845.980000000,12504000454.969999313,0.0425,97.01509999999992,2
161,488,OBRA SOCIAL DEL PERSONAL DE LA ACTIVIDAD PERFUMIST,2021-08-01,2022-07-31,5123569.550000000,12504000454.969999313,0.041,97.05609999999992,2
162,592,GOBIERNO DE LA PROVINCIA DE SAN JUAN - MINISTERIO ,2021-08-01,2022-07-31,5061479.000000000,12504000454.969999313,0.0405,97.09659999999991,2
163,304,OBRA SOCIAL DE FOTOGRAFOS                         ,2021-08-01,2022-07-31,4993612.500000000,12504000454.969999313,0.0399,97.13649999999991,2
164,247,MINISTERIO DE SALUD DE LA PROVINCIA DEL CHACO     ,2021-08-01,2022-07-31,4902037.170000000,12504000454.969999313,0.0392,97.1756999999999,2
165,186,OBRA SOCIAL DEL PERSONAL DEL CAUCHO               ,2021-08-01,2022-07-31,4893126.090000000,12504000454.969999313,0.0391,97.21479999999991,2
